DateTime,Tariff,kWhs_used,numbSmMtrs
1/28/2013 10:00,Normal,0.24,5482
1/28/2013 10:30,Normal,0.231,5482
1/28/2013 11:00,Low,0.228,5482
1/28/2013 11:30,Low,0.24,5482
1/28/2013 12:00,Low,0.241,5482
1/28/2013 12:30,Low,0.251,5482
1/28/2013 13:00,Low,0.255,5482
1/28/2013 13:30,Low,0.257,5482
1/28/2013 14:00,Low,0.258,5482
1/28/2013 14:30,Low,0.256,5482
1/28/2013 15:00,Low,0.26,5482
1/28/2013 15:30,Low,0.262,5482
1/28/2013 16:00,Low,0.283,5482
1/28/2013 16:30,Low,0.315,5482
1/28/2013 17:00,Low,0.341,5482
1/28/2013 17:30,Low,0.376,5482
1/28/2013 18:00,Low,0.392,5482
1/28/2013 18:30,Low,0.413,5482
1/28/2013 19:00,Low,0.413,5482
1/28/2013 19:30,Low,0.417,5482
1/28/2013 20:00,Low,0.408,5482
1/28/2013 20:30,Low,0.39,5482
1/28/2013 21:00,Low,0.385,5482
1/28/2013 21:30,Low,0.365,5482
1/28/2013 22:00,Low,0.342,5482
1/28/2013 22:30,Low,0.322,5482
1/28/2013 23:00,Normal,0.278,5482
1/28/2013 23:30,Normal,0.234,5482
1/29/2013 0:00,Normal,0.23,5341
1/29/2013 0:30,Normal,0.205,5341
1/29/2013 1:00,Normal,0.179,5341
1/29/2013 1:30,Normal,0.161,5341
1/29/2013 2:00,Normal,0.149,5341
1/29/2013 2:30,Normal,0.14,5341
1/29/2013 3:00,Normal,0.133,5341
1/29/2013 3:30,Normal,0.129,5341
1/29/2013 4:00,Normal,0.129,5341
1/29/2013 4:30,Normal,0.128,5341
1/29/2013 5:00,Low,0.129,5341
1/29/2013 5:30,Low,0.139,5341
1/29/2013 6:00,Low,0.151,5341
1/29/2013 6:30,Low,0.177,5341
1/29/2013 7:00,High,0.2,5341
1/29/2013 7:30,High,0.241,5341
1/29/2013 8:00,High,0.266,5341
1/29/2013 8:30,High,0.264,5341
1/29/2013 9:00,High,0.245,5341
1/29/2013 9:30,High,0.229,5341
1/29/2013 10:00,Low,0.227,5341
1/29/2013 10:30,Low,0.231,5341
1/29/2013 11:00,Low,0.225,5341
1/29/2013 11:30,Low,0.227,5341
1/29/2013 12:00,Low,0.224,5341
1/29/2013 12:30,Low,0.231,5341
1/29/2013 13:00,Low,0.232,5341
1/29/2013 13:30,Low,0.231,5341
1/29/2013 14:00,Low,0.232,5341
1/29/2013 14:30,Low,0.233,5341
1/29/2013 15:00,Low,0.232,5341
1/29/2013 15:30,Low,0.239,5341
1/29/2013 16:00,Low,0.253,5341
1/29/2013 16:30,Low,0.278,5341
1/29/2013 17:00,Low,0.312,5341
1/29/2013 17:30,Low,0.345,5341
1/29/2013 18:00,Low,0.358,5341
1/29/2013 18:30,Low,0.38,5341
1/29/2013 19:00,Low,0.387,5341
1/29/2013 19:30,Low,0.385,5341
1/29/2013 20:00,Low,0.37,5341
1/29/2013 20:30,Low,0.362,5341
1/29/2013 21:00,Low,0.35,5341
1/29/2013 21:30,Low,0.34,5341
1/29/2013 22:00,Low,0.323,5341
1/29/2013 22:30,Low,0.298,5341
1/29/2013 23:00,Low,0.264,5341
1/29/2013 23:30,Low,0.226,5341
1/30/2013 0:00,Low,0.222,5441
1/30/2013 0:30,Low,0.195,5441
1/30/2013 1:00,Low,0.172,5441
1/30/2013 1:30,Low,0.153,5441
1/30/2013 2:00,Low,0.141,5441
1/30/2013 2:30,Low,0.132,5441
1/30/2013 3:00,Low,0.125,5441
1/30/2013 3:30,Low,0.123,5441
1/30/2013 4:00,Low,0.121,5441
1/30/2013 4:30,Low,0.119,5441
1/30/2013 5:00,Normal,0.122,5441
1/30/2013 5:30,Normal,0.13,5441
1/30/2013 6:00,Normal,0.143,5441
1/30/2013 6:30,Normal,0.169,5441
1/30/2013 7:00,Normal,0.195,5441
1/30/2013 7:30,Normal,0.237,5441
1/30/2013 8:00,Normal,0.251,5441
1/30/2013 8:30,Normal,0.252,5441
1/30/2013 9:00,Normal,0.232,5441
1/30/2013 9:30,Normal,0.229,5441
1/30/2013 10:00,Normal,0.22,5441
1/30/2013 10:30,Normal,0.217,5441
1/30/2013 11:00,Normal,0.21,5441
1/30/2013 11:30,Normal,0.206,5441
1/30/2013 12:00,Normal,0.204,5441
1/30/2013 12:30,Normal,0.205,5441
1/30/2013 13:00,Normal,0.206,5441
1/30/2013 13:30,Normal,0.208,5441
1/30/2013 14:00,Normal,0.205,5441
1/30/2013 14:30,Normal,0.204,5441
1/30/2013 15:00,Normal,0.201,5441
1/30/2013 15:30,Normal,0.207,5441
1/30/2013 16:00,Normal,0.218,5441
1/30/2013 16:30,Normal,0.239,5441
1/30/2013 17:00,Normal,0.276,5441
1/30/2013 17:30,Normal,0.328,5441
1/30/2013 18:00,Normal,0.355,5441
1/30/2013 18:30,Normal,0.381,5441
1/30/2013 19:00,Normal,0.384,5441
1/30/2013 19:30,Normal,0.387,5441
1/30/2013 20:00,Normal,0.377,5441
1/30/2013 20:30,Normal,0.365,5441
1/30/2013 21:00,Normal,0.358,5441
1/30/2013 21:30,Normal,0.345,5441
1/30/2013 22:00,Normal,0.325,5441
1/30/2013 22:30,Normal,0.3,5441
1/30/2013 23:00,Normal,0.265,5441
1/30/2013 23:30,Normal,0.232,5441
1/31/2013 0:00,Normal,0.229,5472
1/31/2013 0:30,Normal,0.201,5472
1/31/2013 1:00,Normal,0.178,5472
1/31/2013 1:30,Normal,0.161,5472
1/31/2013 2:00,Normal,0.147,5472
1/31/2013 2:30,Normal,0.139,5472
1/31/2013 3:00,Normal,0.131,5472
1/31/2013 3:30,Normal,0.127,5472
1/31/2013 4:00,Normal,0.124,5472
1/31/2013 4:30,Normal,0.124,5472
1/31/2013 5:00,Normal,0.126,5472
1/31/2013 5:30,Normal,0.134,5472
1/31/2013 6:00,Normal,0.146,5472
1/31/2013 6:30,Normal,0.175,5472
1/31/2013 7:00,Normal,0.198,5472
1/31/2013 7:30,Normal,0.241,5472
1/31/2013 8:00,Normal,0.259,5472
1/31/2013 8:30,Normal,0.254,5472
1/31/2013 9:00,Normal,0.24,5472
1/31/2013 9:30,Normal,0.231,5472
1/31/2013 10:00,Normal,0.225,5472
1/31/2013 10:30,Normal,0.222,5472
1/31/2013 11:00,Normal,0.218,5472
1/31/2013 11:30,Normal,0.214,5472
1/31/2013 12:00,Normal,0.214,5472
1/31/2013 12:30,Normal,0.219,5472
1/31/2013 13:00,Normal,0.22,5472
1/31/2013 13:30,Normal,0.213,5472
1/31/2013 14:00,Normal,0.211,5472
1/31/2013 14:30,Normal,0.209,5472
1/31/2013 15:00,Normal,0.208,5472
1/31/2013 15:30,Normal,0.211,5472
1/31/2013 16:00,Normal,0.222,5472
1/31/2013 16:30,Normal,0.25,5472
1/31/2013 17:00,Normal,0.286,5472
1/31/2013 17:30,Normal,0.335,5472
1/31/2013 18:00,Normal,0.355,5472
1/31/2013 18:30,Normal,0.372,5472
1/31/2013 19:00,Normal,0.379,5472
1/31/2013 19:30,Normal,0.377,5472
1/31/2013 20:00,Normal,0.376,5472
1/31/2013 20:30,Normal,0.367,5472
1/31/2013 21:00,Normal,0.354,5472
1/31/2013 21:30,Normal,0.339,5472
1/31/2013 22:00,Normal,0.325,5472
1/31/2013 22:30,Normal,0.305,5472
1/31/2013 23:00,Normal,0.268,5472
1/31/2013 23:30,Normal,0.233,5472
